id,text,patientName,patientId,department,staffId,staffName,sentiment,polarityScore,sentimentScore,emotion,category,severityScore,keywords,doctorRating,createdAt,updatedAt
FB_1765025850535_hvmsjk263,Modern facilities and comfortable environment.,Patient 1,PAT_Radiology_0,Radiology,DOC009,Dr Nisha Verma,Positive,0.77,0.77,positive,Facilities,3,facilities,2,2025-12-06T12:57:30.535Z,2025-12-06T12:57:30.535Z
FB_1765025850537_qtuqp5jrv,Equipment is state-of-the-art.,Patient 2,PAT_Radiology_1,Radiology,DOC010,Dr Karan Mehta,Positive,0.65,0.65,positive,Facilities,3,facilities,4,2025-12-06T12:57:30.537Z,2025-12-06T12:57:30.537Z
FB_1765025850540_gwm13zmg0,Facilities were adequate for the services.,Patient 3,PAT_Radiology_2,Radiology,DOC004,Dr Vikram Das,Neutral,0.07,0.07,neutral,Facilities,4,facilities,1,2025-12-06T12:57:30.540Z,2025-12-06T12:57:30.540Z
FB_1765025850542_8750mwqod,Facilities were adequate for the services.,Patient 4,PAT_Radiology_3,Radiology,DOC002,Dr Rohan Kumar,Neutral,-0.03,-0.03,neutral,Facilities,6,facilities,1,2025-12-06T12:57:30.542Z,2025-12-06T12:57:30.542Z
FB_1765025850545_jcu580em9,Good value for the services provided.,Patient 1,PAT_Radiology_0,Radiology,DOC005,Dr Priya Sharma,Positive,0.73,0.73,positive,Cost,3,cost,2,2025-12-06T12:57:30.545Z,2025-12-06T12:57:30.545Z
FB_1765025850547_6mqax8yuw,Charges were fair.,Patient 2,PAT_Radiology_1,Radiology,DOC007,Dr Kavita Singh,Neutral,0.08,0.08,neutral,Cost,6,cost,1,2025-12-06T12:57:30.547Z,2025-12-06T12:57:30.547Z
FB_1765025850549_q389bdh7s,Very expensive with hidden costs.,Patient 3,PAT_Radiology_2,Radiology,DOC007,Dr Kavita Singh,Negative,-0.76,-0.76,negative,Cost,9,cost,2,2025-12-06T12:57:30.549Z,2025-12-06T12:57:30.549Z
FB_1765025850552_6d8mii994,Affordable and fair charges.,Patient 4,PAT_Radiology_3,Radiology,DOC002,Dr Rohan Kumar,Positive,0.93,0.93,positive,Cost,2,cost,4,2025-12-06T12:57:30.552Z,2025-12-06T12:57:30.552Z
FB_1765025850554_mddocqh98,Experience was satisfactory overall.,Patient 1,PAT_Radiology_0,Radiology,DOC003,Dr Meera Iyer,Neutral,-0.07,-0.07,neutral,General,4,general,2,2025-12-06T12:57:30.554Z,2025-12-06T12:57:30.554Z
FB_1765025850556_qpfjnm8k2,Adequate service provided.,Patient 2,PAT_Radiology_1,Radiology,DOC007,Dr Kavita Singh,Neutral,-0.09,-0.09,neutral,General,5,general,4,2025-12-06T12:57:30.556Z,2025-12-06T12:57:30.556Z
FB_1765025850559_invgw8t3h,Very unsatisfactory experience overall.,Patient 3,PAT_Radiology_2,Radiology,DOC002,Dr Rohan Kumar,Negative,-0.8,-0.8,negative,General,9,general,2,2025-12-06T12:57:30.559Z,2025-12-06T12:57:30.559Z
FB_1765025850561_408r818ia,The waiting time was very short. Excellent service!,Patient 1,PAT_General_0,General,DOC008,Dr Sameer Patel,Positive,0.96,0.96,positive,Wait Time,3,wait time,5,2025-12-06T12:57:30.561Z,2025-12-06T12:57:30.561Z
FB_1765025850563_ppggrn1q1,Waited hours to see the doctor.,Patient 2,PAT_General_1,General,DOC002,Dr Rohan Kumar,Negative,-0.78,-0.78,negative,Wait Time,9,wait time,3,2025-12-06T12:57:30.563Z,2025-12-06T12:57:30.563Z
FB_1765025850566_r4u58tr52,Wait time was average,nothing special.,Patient 3,PAT_General_2,General,DOC004,Dr Vikram Das,Neutral,-0.08,-0.08,neutral,Wait Time,4,wait time,1,2025-12-06T12:57:30.566Z
FB_1765025850569_j9t19hudi,Waited hours to see the doctor.,Patient 4,PAT_General_3,General,DOC001,Dr Asha Menon,Negative,-0.72,-0.72,negative,Wait Time,8,wait time,5,2025-12-06T12:57:30.569Z,2025-12-06T12:57:30.569Z
FB_1765025850572_u3fwnyovl,Had to wait for a very long time.,Patient 5,PAT_General_4,General,DOC009,Dr Nisha Verma,Negative,-0.8,-0.8,negative,Wait Time,9,wait time,2,2025-12-06T12:57:30.572Z,2025-12-06T12:57:30.572Z
FB_1765025850574_lyp38p2m9,Polite but somewhat distant.,Patient 1,PAT_General_0,General,DOC003,Dr Meera Iyer,Neutral,0.02,0.02,neutral,Staff Behavior,5,staff behavior,4,2025-12-06T12:57:30.574Z,2025-12-06T12:57:30.574Z
FB_1765025850576_hdm7ze98f,Standard professional behavior.,Patient 2,PAT_General_1,General,DOC001,Dr Asha Menon,Neutral,0.05,0.05,neutral,Staff Behavior,6,staff behavior,2,2025-12-06T12:57:30.576Z,2025-12-06T12:57:30.576Z
FB_1765025850578_cj3yea6ng,Excellent bedside manner. Made me feel comfortable.,Patient 3,PAT_General_2,General,DOC005,Dr Priya Sharma,Positive,0.76,0.76,positive,Staff Behavior,3,staff behavior,1,2025-12-06T12:57:30.578Z,2025-12-06T12:57:30.578Z
FB_1765025850581_aq7dcbqh7,Poor cleanliness standards observed.,Patient 1,PAT_General_0,General,DOC010,Dr Karan Mehta,Negative,-0.81,-0.81,negative,Cleanliness,8,cleanliness,5,2025-12-06T12:57:30.581Z,2025-12-06T12:57:30.581Z
FB_1765025850584_w8f9ag5sr,Cleanliness was acceptable overall.,Patient 2,PAT_General_1,General,DOC008,Dr Sameer Patel,Neutral,0.06,0.06,neutral,Cleanliness,5,cleanliness,4,2025-12-06T12:57:30.584Z,2025-12-06T12:57:30.584Z
FB_1765025850587_all6hj79o,Cleanliness was acceptable overall.,Patient 3,PAT_General_2,General,DOC005,Dr Priya Sharma,Neutral,0.02,0.02,neutral,Cleanliness,6,cleanliness,3,2025-12-06T12:57:30.587Z,2025-12-06T12:57:30.587Z
FB_1765025850589_ii541zg51,Food was okay,nothing exceptional.,Patient 1,PAT_General_0,General,DOC004,Dr Vikram Das,Neutral,-0.03,-0.03,neutral,Food Quality,4,food quality,3,2025-12-06T12:57:30.589Z
FB_1765025850592_8w5seemri,Very poor quality meals served.,Patient 2,PAT_General_1,General,DOC010,Dr Karan Mehta,Negative,-0.72,-0.72,negative,Food Quality,10,food quality,3,2025-12-06T12:57:30.592Z,2025-12-06T12:57:30.592Z
FB_1765025850594_9632rnxqb,Food was inedible and unappetizing.,Patient 3,PAT_General_2,General,DOC001,Dr Asha Menon,Negative,-0.9,-0.9,negative,Food Quality,9,food quality,5,2025-12-06T12:57:30.594Z,2025-12-06T12:57:30.594Z
FB_1765025850597_4lmc9bw2m,Food was inedible and unappetizing.,Patient 4,PAT_General_3,General,DOC010,Dr Karan Mehta,Negative,-0.96,-0.96,negative,Food Quality,7,food quality,2,2025-12-06T12:57:30.597Z,2025-12-06T12:57:30.597Z
FB_1765025850600_eam51pu5o,Food was okay,nothing exceptional.,Patient 5,PAT_General_4,General,DOC006,Dr Arjun Rao,Neutral,-0.1,-0.1,neutral,Food Quality,4,food quality,2,2025-12-06T12:57:30.600Z
FB_1765025850603_e0hdv5hw3,Healthcare was satisfactory.,Patient 1,PAT_General_0,General,DOC002,Dr Rohan Kumar,Neutral,0.04,0.04,neutral,Medical Care,5,medical care,4,2025-12-06T12:57:30.603Z,2025-12-06T12:57:30.603Z
FB_1765025850606_2b3lvx6os,Excellent medical treatment and diagnosis.,Patient 2,PAT_General_1,General,DOC001,Dr Asha Menon,Positive,0.68,0.68,positive,Medical Care,2,medical care,1,2025-12-06T12:57:30.606Z,2025-12-06T12:57:30.606Z
FB_1765025850608_056yo0byh,Doctor provided adequate treatment.,Patient 3,PAT_General_2,General,DOC002,Dr Rohan Kumar,Neutral,0.1,0.1,neutral,Medical Care,4,medical care,5,2025-12-06T12:57:30.608Z,2025-12-06T12:57:30.608Z
FB_1765025850611_a6tc0zjlk,Excellent medical treatment and diagnosis.,Patient 4,PAT_General_3,General,DOC004,Dr Vikram Das,Positive,0.63,0.63,positive,Medical Care,2,medical care,1,2025-12-06T12:57:30.611Z,2025-12-06T12:57:30.611Z
FB_1765025850613_ai1c9csj2,Excellent infrastructure and amenities.,Patient 1,PAT_General_0,General,DOC004,Dr Vikram Das,Positive,0.79,0.79,positive,Facilities,2,facilities,5,2025-12-06T12:57:30.613Z,2025-12-06T12:57:30.613Z
FB_1765025850618_41rluwu52,Very poor infrastructure.,Patient 2,PAT_General_1,General,DOC003,Dr Meera Iyer,Negative,-0.78,-0.78,negative,Facilities,8,facilities,2,2025-12-06T12:57:30.618Z,2025-12-06T12:57:30.618Z
FB_1765025850621_7ggsnkmoq,Equipment is state-of-the-art.,Patient 3,PAT_General_2,General,DOC008,Dr Sameer Patel,Positive,0.87,0.87,positive,Facilities,2,facilities,4,2025-12-06T12:57:30.621Z,2025-12-06T12:57:30.621Z
FB_1765025850623_f2a0gsy2p,Amenities were standard.,Patient 4,PAT_General_3,General,DOC008,Dr Sameer Patel,Neutral,-0.01,-0.01,neutral,Facilities,4,facilities,5,2025-12-06T12:57:30.623Z,2025-12-06T12:57:30.623Z
FB_1765025850626_4dbn44ubw,Equipment is state-of-the-art.,Patient 5,PAT_General_4,General,DOC008,Dr Sameer Patel,Positive,0.91,0.91,positive,Facilities,2,facilities,4,2025-12-06T12:57:30.626Z,2025-12-06T12:57:30.626Z
FB_1765025850628_ai6eal3kh,Pricing was acceptable.,Patient 1,PAT_General_0,General,DOC008,Dr Sameer Patel,Neutral,0.02,0.02,neutral,Cost,4,cost,5,2025-12-06T12:57:30.628Z,2025-12-06T12:57:30.628Z
FB_1765025850631_xrs58kgls,Affordable and fair charges.,Patient 2,PAT_General_1,General,DOC008,Dr Sameer Patel,Positive,0.98,0.98,positive,Cost,3,cost,2,2025-12-06T12:57:30.631Z,2025-12-06T12:57:30.631Z
FB_1765025850635_2ombcm7yp,Charges were extremely high and unfair.,Patient 3,PAT_General_2,General,DOC008,Dr Sameer Patel,Negative,-0.68,-0.68,negative,Cost,10,cost,5,2025-12-06T12:57:30.635Z,2025-12-06T12:57:30.635Z
FB_1765025850638_1i11jd9fx,Charges were fair.,Patient 4,PAT_General_3,General,DOC008,Dr Sameer Patel,Neutral,0.07,0.07,neutral,Cost,5,cost,2,2025-12-06T12:57:30.638Z,2025-12-06T12:57:30.638Z
FB_1765025850640_zx7ozhczj,Affordable and fair charges.,Patient 5,PAT_General_4,General,DOC003,Dr Meera Iyer,Positive,0.66,0.66,positive,Cost,2,cost,3,2025-12-06T12:57:30.640Z,2025-12-06T12:57:30.640Z
FB_1765025850643_o3tlhr22j,Very satisfied with the entire visit.,Patient 1,PAT_General_0,General,DOC009,Dr Nisha Verma,Positive,0.64,0.64,positive,General,2,general,5,2025-12-06T12:57:30.643Z,2025-12-06T12:57:30.643Z
FB_1765025850646_trnw1v7du,Average visit,nothing remarkable.,Patient 2,PAT_General_1,General,DOC008,Dr Sameer Patel,Neutral,0.1,0.1,neutral,General,5,general,3,2025-12-06T12:57:30.646Z
FB_1765025850650_3gbbqrhey,Would not recommend this hospital.,Patient 3,PAT_General_2,General,DOC005,Dr Priya Sharma,Negative,-0.61,-0.61,negative,General,8,general,2,2025-12-06T12:57:30.650Z,2025-12-06T12:57:30.650Z
FB_1765116299948_7418klk0v,GOOD,PROJ,ID1,OPD,DOC016,Dr Amit Desai,Positive,0.7,0.7,satisfied,General,5,good,5,2025-12-07T14:04:59.948Z,2025-12-07T14:04:59.948Z
FB_1765130213286_hy2m3scyc,GOOD
,PROJ,ID1,OPD,DOC016,Dr Amit Desai,Positive,0.7,0.7,positive,General,5,good,5,2025-12-07T17:56:53.286Z,2025-12-07T17:56:53.286Z
